-0.096	-0.09344	0.0
-0.096	-0.09088	0.0
-0.096	-0.08832	0.0
-0.096	-0.08576	0.0
-0.096	-0.0832	0.0
-0.096	-0.08064	0.0
-0.096	-0.07808	0.0
-0.096	-0.07552	0.0
-0.096	-0.07296	0.0
-0.096	-0.0704	0.0
-0.096	-0.06784	0.0
-0.096	-0.06528	0.0
-0.096	-0.06272	0.0
-0.096	-0.06016	0.0
-0.096	-0.0576	0.0
-0.096	-0.05504	0.0
-0.096	-0.05248	0.0
-0.096	-0.04992	0.0
-0.096	-0.04736	0.0
-0.096	-0.0448	0.0
-0.096	-0.04224	0.0
-0.096	-0.03968	0.0
-0.096	-0.03712	0.0
-0.096	-0.03456	0.0
-0.096	-0.032	0.0
-0.096	-0.02944	0.0
-0.096	-0.02688	0.0
-0.096	-0.02432	0.0
-0.096	-0.02176	0.0
-0.096	-0.0192	0.0
-0.096	-0.01664	0.0
-0.096	-0.01408	0.0
-0.096	-0.01152	0.0
-0.096	-0.00896	0.0
-0.096	-0.0064	0.0
-0.096	-0.00384	0.0
-0.096	-0.00128	0.0
-0.096	0.00128	0.0
-0.096	0.00384	0.0
-0.096	0.0064	0.0
-0.096	0.00896	0.0
-0.096	0.01152	0.0
-0.096	0.01408	0.0
-0.096	0.01664	0.0
-0.096	0.0192	0.0
-0.096	0.02176	0.0
-0.096	0.02432	0.0
-0.096	0.02688	0.0
-0.096	0.02944	0.0
-0.096	0.032	0.0
-0.096	0.03456	0.0
-0.096	0.03712	0.0
-0.096	0.03968	0.0
-0.096	0.04224	0.0
-0.096	0.0448	0.0
-0.096	0.04736	0.0
-0.096	0.04992	0.0
-0.096	0.05248	0.0
-0.096	0.05504	0.0
-0.096	0.0576	0.0
-0.096	0.06016	0.0
-0.096	0.06272	0.0
-0.096	0.06528	0.0
-0.096	0.06784	0.0
-0.096	0.0704	0.0
-0.096	0.07296	0.0
-0.096	0.07552	0.0
-0.096	0.07808	0.0
-0.096	0.08064	0.0
-0.096	0.0832	0.0
-0.096	0.08576	0.0
-0.096	0.08832	0.0
-0.096	0.09088	0.0
-0.096	0.09344	0.0
-0.096	0.096	0.0
-0.09344	0.096	0.0
-0.09088	0.096	0.0
-0.08832	0.096	0.0
-0.08576	0.096	0.0
-0.0832	0.096	0.0
-0.08064	0.096	0.0
-0.07808	0.096	0.0
-0.07552	0.096	0.0
-0.07296	0.096	0.0
-0.0704	0.096	0.0
-0.06784	0.096	0.0
-0.06528	0.096	0.0
-0.06272	0.096	0.0
-0.06016	0.096	0.0
-0.0576	0.096	0.0
-0.05504	0.096	0.0
-0.05248	0.096	0.0
-0.04992	0.096	0.0
-0.04736	0.096	0.0
-0.0448	0.096	0.0
-0.04224	0.096	0.0
-0.03968	0.096	0.0
-0.03712	0.096	0.0
-0.03456	0.096	0.0
-0.032	0.096	0.0
-0.02944	0.096	0.0
-0.02688	0.096	0.0
-0.02432	0.096	0.0
-0.02176	0.096	0.0
-0.0192	0.096	0.0
-0.01664	0.096	0.0
-0.01408	0.096	0.0
-0.01152	0.096	0.0
-0.00896	0.096	0.0
-0.0064	0.096	0.0
-0.00384	0.096	0.0
-0.00128	0.096	0.0
0.00128	0.096	0.0
0.00384	0.096	0.0
0.0064	0.096	0.0
0.00896	0.096	0.0
0.01152	0.096	0.0
0.01408	0.096	0.0
0.01664	0.096	0.0
0.0192	0.096	0.0
0.02176	0.096	0.0
0.02432	0.096	0.0
0.02688	0.096	0.0
0.02944	0.096	0.0
0.032	0.096	0.0
0.03456	0.096	0.0
0.03712	0.096	0.0
0.03968	0.096	0.0
0.04224	0.096	0.0
0.0448	0.096	0.0
0.04736	0.096	0.0
0.04992	0.096	0.0
0.05248	0.096	0.0
0.05504	0.096	0.0
0.0576	0.096	0.0
0.06016	0.096	0.0
0.06272	0.096	0.0
0.06528	0.096	0.0
0.06784	0.096	0.0
0.0704	0.096	0.0
0.07296	0.096	0.0
0.07552	0.096	0.0
0.07808	0.096	0.0
0.08064	0.096	0.0
0.0832	0.096	0.0
0.08576	0.096	0.0
0.08832	0.096	0.0
0.09088	0.096	0.0
0.09344	0.096	0.0
0.096	0.096	0.0
0.096	0.09344	0.0
0.096	0.09088	0.0
0.096	0.08832	0.0
0.096	0.08576	0.0
0.096	0.0832	0.0
0.096	0.08064	0.0
0.096	0.07808	0.0
0.096	0.07552	0.0
0.096	0.07296	0.0
0.096	0.0704	0.0
0.096	0.06784	0.0
0.096	0.06528	0.0
0.096	0.06272	0.0
0.096	0.06016	0.0
0.096	0.0576	0.0
0.096	0.05504	0.0
0.096	0.05248	0.0
0.096	0.04992	0.0
0.096	0.04736	0.0
0.096	0.0448	0.0
0.096	0.04224	0.0
0.096	0.03968	0.0
0.096	0.03712	0.0
0.096	0.03456	0.0
0.096	0.032	0.0
0.096	0.02944	0.0
0.096	0.02688	0.0
0.096	0.02432	0.0
0.096	0.02176	0.0
0.096	0.0192	0.0
0.096	0.01664	0.0
0.096	0.01408	0.0
0.096	0.01152	0.0
0.096	0.00896	0.0
0.096	0.0064	0.0
0.096	0.00384	0.0
0.096	0.00128	0.0
0.096	-0.00128	0.0
0.096	-0.00384	0.0
0.096	-0.0064	0.0
0.096	-0.00896	0.0
0.096	-0.01152	0.0
0.096	-0.01408	0.0
0.096	-0.01664	0.0
0.096	-0.0192	0.0
0.096	-0.02176	0.0
0.096	-0.02432	0.0
0.096	-0.02688	0.0
0.096	-0.02944	0.0
0.096	-0.032	0.0
0.096	-0.03456	0.0
0.096	-0.03712	0.0
0.096	-0.03968	0.0
0.096	-0.04224	0.0
0.096	-0.0448	0.0
0.096	-0.04736	0.0
0.096	-0.04992	0.0
0.096	-0.05248	0.0
0.096	-0.05504	0.0
0.096	-0.0576	0.0
0.096	-0.06016	0.0
0.096	-0.06272	0.0
0.096	-0.06528	0.0
0.096	-0.06784	0.0
0.096	-0.0704	0.0
0.096	-0.07296	0.0
0.096	-0.07552	0.0
0.096	-0.07808	0.0
0.096	-0.08064	0.0
0.096	-0.0832	0.0
0.096	-0.08576	0.0
0.096	-0.08832	0.0
0.096	-0.09088	0.0
0.096	-0.09344	0.0
0.096	-0.096	0.0
0.09344	-0.096	0.0
0.09088	-0.096	0.0
0.08832	-0.096	0.0
0.08576	-0.096	0.0
0.0832	-0.096	0.0
0.08064	-0.096	0.0
0.07808	-0.096	0.0
0.07552	-0.096	0.0
0.07296	-0.096	0.0
0.0704	-0.096	0.0
0.06784	-0.096	0.0
0.06528	-0.096	0.0
0.06272	-0.096	0.0
0.06016	-0.096	0.0
0.0576	-0.096	0.0
0.05504	-0.096	0.0
0.05248	-0.096	0.0
0.04992	-0.096	0.0
0.04736	-0.096	0.0
0.0448	-0.096	0.0
0.04224	-0.096	0.0
0.03968	-0.096	0.0
0.03712	-0.096	0.0
0.03456	-0.096	0.0
0.032	-0.096	0.0
0.02944	-0.096	0.0
0.02688	-0.096	0.0
0.02432	-0.096	0.0
0.02176	-0.096	0.0
0.0192	-0.096	0.0
0.01664	-0.096	0.0
0.01408	-0.096	0.0
0.01152	-0.096	0.0
0.00896	-0.096	0.0
